session_id,user_id,session_date,duration_minutes,pages_viewed
25824,9046,2023-04-07,25,3
25825,2336,2023-04-24,57,6
25826,7456,2023-05-25,22,1
25827,6775,2023-04-13,57,1
25828,4273,2023-06-10,43,8
25829,303,2023-02-26,18,11
25830,3176,2023-04-11,9,6
25831,2551,2023-06-21,15,14
25832,8969,2023-05-20,58,10
25833,1966,2023-05-04,24,14
25834,3450,2023-05-30,41,10
25835,7302,2023-06-18,51,7
25836,3790,2023-05-01,58,4
25837,728,2023-04-01,27,14
25838,2554,2023-05-30,45,5
25839,1745,2023-06-12,29,7
25840,2641,2023-06-23,35,6
25841,6380,2023-06-19,31,13
25842,3440,2023-05-30,26,11
25843,1210,2023-02-03,24,6
25844,6010,2023-01-29,46,10
25845,5937,2023-04-25,37,14
25846,1762,2023-03-11,23,11
25847,6349,2023-02-11,44,12
25848,6286,2023-06-29,53,7
25849,5700,2023-06-21,40,7
25850,4478,2023-05-17,58,4
25851,2008,2023-06-29,48,7
25852,2912,2023-06-20,42,4
25853,2062,2023-06-25,58,7
25854,7510,2023-02-26,56,2
25855,7889,2023-04-02,49,1
25856,7987,2023-03-15,22,3
25857,4469,2023-06-29,20,1
25858,3842,2023-06-24,33,6
25859,5297,2023-05-26,56,9
25860,5383,2023-05-31,30,12
25861,2787,2023-04-02,21,3
25862,2190,2023-06-05,48,13
25863,4628,2023-05-16,46,11
25864,1933,2023-05-26,45,9
25865,8505,2023-06-26,17,1
25866,6393,2023-06-25,50,2
25867,177,2023-04-21,43,12
25868,1772,2023-04-01,12,2
25869,3205,2023-06-21,29,9
25870,6068,2023-06-10,7,5
25871,5550,2023-05-21,26,2
25872,1851,2023-05-31,43,7
25873,9737,2023-05-31,9,5
25874,9269,2023-06-15,6,7
25875,5723,2023-06-29,26,13
25876,6415,2023-05-07,52,3
25877,2786,2023-06-12,19,8
25878,2898,2023-01-27,49,14
25879,3844,2023-06-25,47,12
25880,3821,2023-04-28,4,10
25881,1237,2023-04-23,32,3
25882,3794,2023-05-10,51,4
25883,2868,2023-06-04,15,6
25884,8110,2023-06-22,3,3
25885,3778,2023-06-28,2,12
25886,4508,2023-03-15,42,13
25887,5372,2023-06-15,14,6
25888,9374,2023-05-16,50,14
25889,4946,2023-05-14,19,2
25890,2276,2023-04-07,45,9
25891,6229,2023-06-16,55,6
25892,5892,2023-06-24,11,13
25893,1616,2023-06-13,51,1
25894,5394,2023-04-03,33,8
25895,1814,2023-04-17,21,7
25896,8475,2023-04-30,56,9
25897,9671,2023-04-14,56,1
25898,6952,2023-05-29,21,9
25899,9452,2023-05-25,56,5
25900,9448,2023-06-20,52,7
25901,4260,2023-06-23,19,13
25902,7027,2023-05-02,50,12
25903,131,2023-05-17,29,3
25904,1100,2023-04-19,38,7
25905,9440,2023-06-27,8,10
25906,5695,2023-05-17,40,4
25907,2419,2023-06-14,32,13
25908,350,2023-06-27,54,14
25909,5002,2023-06-28,48,12
25910,3733,2023-04-09,59,3
25911,6054,2023-01-17,55,1
25912,8212,2023-03-25,44,9
25913,7573,2023-05-17,34,5
25914,403,2023-05-06,21,13
25915,3720,2023-05-25,20,12
25916,4522,2023-06-20,27,11
25917,8982,2023-04-29,50,1
25918,3694,2023-03-17,56,4
25919,1652,2023-06-12,23,1
25920,8554,2023-05-03,53,7
25921,7805,2023-06-23,58,14
25922,7667,2023-06-27,16,3
25923,8061,2023-04-20,13,12
25924,2888,2023-04-02,21,13
25925,7422,2023-06-24,7,10
25926,7728,2023-06-13,25,3
25927,2258,2023-06-29,16,6
25928,7924,2023-06-29,37,9
25929,6171,2023-05-20,21,2
25930,2165,2023-05-09,49,11
25931,9791,2023-06-29,29,1
25932,427,2023-05-29,49,10
25933,2246,2023-06-03,36,9
25934,8348,2023-06-24,30,1
25935,5246,2023-03-31,46,10
25936,3229,2023-04-01,21,12
25937,8594,2023-05-13,34,11
25938,8811,2023-03-12,53,8
25939,3374,2023-05-08,49,4
25940,825,2023-03-31,28,9
25941,4089,2023-06-26,20,2
25942,3812,2023-06-15,3,11
25943,2058,2023-06-28,24,13
25944,9755,2023-03-26,14,7
25945,6418,2023-02-22,48,3
25946,6441,2023-04-12,20,7
25947,4661,2023-06-24,8,4
25948,8205,2023-06-08,18,2
25949,2711,2023-06-23,49,8
25950,1320,2023-06-18,17,7
25951,2354,2023-05-10,52,8
25952,1565,2023-06-04,4,4
25953,6878,2023-06-08,23,1
25954,9366,2023-06-18,50,3
25955,6842,2023-06-22,12,4
25956,2346,2023-06-28,34,8
25957,6167,2023-05-19,50,5
25958,9704,2023-05-20,1,7
25959,6914,2023-06-29,35,4
25960,718,2023-06-04,30,9
25961,7464,2023-05-29,21,12
25962,4471,2023-05-19,50,8
25963,7062,2023-05-26,35,11
25964,2350,2023-06-14,23,11
25965,8552,2023-06-17,55,2
25966,6372,2023-06-24,15,6
25967,8907,2023-05-13,23,7
25968,878,2023-05-23,44,1
25969,2551,2023-04-23,59,10
25970,1514,2023-04-19,1,11
25971,399,2023-04-12,31,12
25972,1256,2023-02-15,27,8
25973,303,2023-04-08,45,12
25974,5459,2023-03-30,23,5
25975,4412,2023-06-18,20,6
25976,1608,2023-03-10,39,9
25977,895,2023-03-17,32,11
25978,3857,2023-02-10,32,10
25979,8485,2023-04-29,45,7
25980,4464,2023-05-22,20,7
25981,4888,2023-06-09,28,8
25982,8785,2023-06-05,22,3
25983,6799,2023-04-20,5,13
25984,1944,2023-06-17,3,3
25985,3863,2023-06-12,47,2
25986,3798,2023-06-19,33,4
25987,8382,2023-06-04,37,2
25988,7373,2023-04-17,17,1
25989,1777,2023-05-21,36,7
25990,447,2023-06-22,51,13
25991,8972,2023-05-14,35,2
25992,4195,2023-05-30,11,4
25993,3968,2023-03-27,36,1
25994,8540,2023-06-22,9,10
25995,439,2023-05-16,48,5
25996,9261,2023-06-15,3,12
25997,3800,2023-03-01,27,5
25998,3431,2023-06-10,39,3
25999,7049,2023-04-15,44,2
26000,5995,2023-05-07,23,6
26001,5560,2023-05-25,59,1
26002,5809,2023-06-25,7,8
26003,7618,2023-06-12,51,13
26004,5050,2023-06-21,52,5
26005,8956,2023-04-04,11,10
26006,9781,2023-04-22,58,2
26007,5993,2023-05-17,41,4
26008,9702,2023-06-20,47,6
26009,2956,2023-03-17,35,10
26010,5149,2023-06-26,38,2
26011,5861,2023-06-09,57,1
26012,5620,2023-05-08,42,3
26013,7316,2023-05-02,19,5
26014,3691,2023-05-25,10,6
26015,696,2023-06-29,41,2
26016,2537,2023-06-26,28,10
26017,8855,2023-06-29,46,2
26018,7330,2023-05-01,9,2
26019,772,2023-06-16,5,7
26020,2528,2023-04-23,28,9
26021,9488,2023-06-23,47,14
26022,6678,2023-04-23,19,3
26023,6152,2023-06-28,15,3
26024,2791,2023-03-26,48,10
26025,2398,2023-03-12,50,11
26026,2162,2023-06-19,50,4
26027,9909,2023-05-17,46,14
26028,7305,2023-06-14,53,8
26029,5978,2023-06-08,27,10
26030,426,2023-06-16,51,4
26031,123,2023-01-27,45,7
26032,4150,2023-03-25,55,10
26033,1433,2023-06-04,1,4
26034,6242,2023-05-05,54,11
26035,1115,2023-06-20,37,8
26036,8691,2023-06-18,28,10
26037,5061,2023-06-23,4,5
26038,396,2023-06-22,13,14
26039,2312,2023-04-10,57,2
26040,4440,2023-06-11,59,4
26041,5889,2023-04-25,15,11
26042,8985,2023-06-14,40,5
26043,2861,2023-06-03,44,10
26044,175,2023-06-22,51,14
26045,5310,2023-06-14,12,4
26046,2263,2023-05-20,45,12
26047,3492,2023-06-21,12,6
26048,40,2023-06-18,38,14
26049,3291,2023-06-11,41,1
26050,2413,2023-06-21,32,12
26051,3809,2023-06-17,53,11
26052,7353,2023-06-25,25,4
26053,7563,2023-05-09,18,7
26054,4790,2023-04-08,53,4
26055,1407,2023-04-07,31,6
26056,2976,2023-01-22,12,3
26057,6872,2023-03-12,18,1
26058,4798,2023-06-23,6,6
26059,4452,2023-05-20,3,12
26060,8999,2023-05-27,13,11
26061,1148,2023-06-05,6,9
26062,5244,2023-06-07,12,3
26063,5799,2023-06-18,7,7
26064,717,2023-06-18,21,8
26065,3236,2023-06-08,54,4
26066,9544,2023-06-08,4,1
26067,5227,2023-05-18,32,13
26068,5476,2023-01-06,12,3
26069,9405,2023-05-23,54,11
26070,3951,2023-04-18,7,9
26071,8428,2023-06-08,43,3
26072,23,2023-05-20,30,1
26073,742,2023-04-07,44,7
26074,8477,2023-04-18,41,10
26075,6808,2023-05-23,51,3
26076,9040,2023-05-19,19,3
26077,8385,2023-06-22,33,8
26078,4979,2023-06-24,29,4
26079,9118,2023-06-17,45,12
26080,2084,2023-04-12,12,3
26081,8938,2023-05-21,21,3
26082,7704,2023-02-24,57,11
26083,6567,2023-06-28,59,11
26084,6304,2023-06-23,54,3
26085,3839,2023-03-15,3,6
26086,4794,2023-06-23,42,12
26087,3638,2023-05-31,23,4
26088,7072,2023-04-02,14,2
26089,4861,2023-02-17,41,3
26090,8458,2023-01-28,45,3
26091,3276,2023-06-24,23,7
26092,6908,2023-06-12,12,6
26093,6526,2023-06-07,18,5
26094,821,2023-06-27,45,6
26095,9805,2023-04-03,26,8
26096,7411,2023-04-25,33,5
26097,9904,2023-04-18,17,6
26098,2859,2023-05-12,19,7
26099,7297,2023-05-02,41,3
26100,1319,2023-06-06,59,13
26101,6322,2023-06-14,45,6
26102,8172,2023-03-26,49,10
26103,8585,2023-05-24,17,3
26104,3448,2023-05-30,9,14
26105,6141,2023-05-18,12,6
26106,6363,2023-06-01,40,12
26107,1628,2023-05-26,41,5
26108,8216,2023-06-16,7,2
26109,3516,2023-04-09,47,3
26110,6398,2023-03-30,2,12
26111,1940,2023-05-16,3,5
26112,9535,2023-05-13,53,11
26113,2913,2023-02-27,36,12
26114,7710,2023-04-08,9,6
26115,5571,2023-06-29,51,12
26116,6803,2023-05-18,54,14
26117,6293,2023-06-07,28,7
26118,9493,2023-06-29,40,9
26119,9556,2023-04-26,46,9
26120,5431,2023-06-08,5,1
26121,7590,2023-06-21,23,7
26122,5641,2023-06-28,6,13
26123,6194,2023-05-11,54,1
26124,9257,2023-04-13,41,8
26125,8087,2023-04-25,28,2
26126,5847,2023-06-01,35,6
26127,3370,2023-05-31,33,11
26128,8080,2023-04-23,22,2
26129,4575,2023-05-28,45,5
26130,5546,2023-03-30,4,14
26131,6812,2023-06-01,51,2
26132,5061,2023-06-23,27,13
26133,3738,2023-06-19,36,12
26134,436,2023-05-09,59,14
26135,91,2023-03-16,37,3
26136,989,2023-06-19,20,5
26137,1872,2023-03-17,58,3
26138,4104,2023-06-29,32,2
26139,1858,2023-06-26,35,14
26140,3457,2023-06-28,15,13
26141,6484,2023-03-04,50,5
26142,2015,2023-04-06,33,11
26143,6834,2023-05-03,20,1
26144,4688,2023-06-23,23,5
26145,816,2023-05-24,34,11
26146,1987,2023-04-08,58,11
26147,8171,2023-06-25,22,8
26148,9764,2023-06-09,54,12
26149,5196,2023-06-17,8,8
26150,9207,2023-02-11,9,1
26151,6521,2023-06-26,3,13
26152,9709,2023-02-07,43,10
26153,2127,2023-04-05,26,11
26154,5793,2023-06-28,19,5
26155,1563,2023-06-17,13,12
26156,3250,2023-06-07,54,4
26157,6488,2023-05-14,30,12
26158,7771,2023-05-05,39,6
26159,1139,2023-06-07,28,6
26160,7263,2023-05-23,23,11
26161,3582,2023-02-09,45,14
26162,1050,2023-06-20,43,6
26163,253,2023-06-14,35,12
26164,2198,2023-06-27,56,5
26165,2498,2023-04-26,59,13
26166,4496,2023-04-29,35,8
26167,3353,2023-05-03,25,12
26168,2391,2023-06-29,29,10
26169,3620,2023-04-07,48,6
26170,4081,2023-06-29,18,14
26171,1294,2023-05-13,55,1
26172,6952,2023-06-18,45,9
26173,9481,2023-03-22,34,8
26174,2605,2023-06-29,44,14
26175,5077,2023-06-16,11,7
26176,8605,2023-05-06,50,8
26177,8184,2023-06-23,53,11
26178,3887,2023-03-16,52,12
26179,6627,2023-05-23,57,12
26180,6776,2023-05-21,34,4
26181,9755,2023-06-26,7,13
26182,5845,2023-04-14,50,9
26183,9422,2023-05-17,15,1
26184,2252,2023-02-12,43,5
26185,6780,2023-03-08,20,6
26186,8630,2023-05-24,38,6
26187,3682,2023-06-24,14,7
26188,3255,2023-06-29,10,5
26189,3527,2023-02-17,41,6
26190,5381,2023-05-06,28,14
26191,6883,2023-05-29,16,9
26192,5081,2023-04-29,23,9
26193,6238,2023-06-17,53,13
26194,9130,2023-06-15,31,9
26195,6088,2023-06-16,31,3
26196,2150,2023-06-13,24,12
26197,7324,2023-06-21,57,3
26198,3874,2023-06-08,52,12
26199,6751,2023-06-15,51,14
26200,7927,2023-06-21,1,8
26201,5973,2023-06-16,6,2
26202,6360,2023-04-28,8,2
26203,4877,2023-03-31,47,3
26204,1289,2023-06-24,30,12
26205,5999,2023-06-06,32,9
26206,9544,2023-05-24,17,9
26207,49,2023-01-09,38,8
26208,3177,2023-02-01,36,9
26209,632,2023-04-10,8,2
26210,8145,2023-05-01,26,7
26211,9521,2023-06-28,25,12
26212,3763,2023-05-30,45,4
26213,4275,2023-03-29,40,1
26214,7691,2023-06-04,35,12
26215,9032,2023-06-27,21,14
26216,6037,2023-06-23,5,10
26217,2017,2023-06-29,1,4
26218,6962,2023-05-23,59,2
26219,1479,2023-05-11,45,13
26220,2921,2023-02-28,10,5
26221,1241,2023-04-10,3,9
26222,7177,2023-05-02,52,11
26223,8747,2023-04-20,33,11
26224,4774,2023-06-21,23,3
26225,9772,2023-06-23,29,5
26226,3765,2023-03-29,50,7
26227,8892,2023-06-27,48,4
26228,8432,2023-06-15,46,5
26229,9302,2023-05-17,35,12
26230,8376,2023-05-23,40,3
26231,753,2023-01-29,30,6
26232,3476,2023-06-22,6,8
26233,6362,2023-05-25,33,4
26234,1317,2023-04-23,33,11
26235,8612,2023-06-28,32,13
26236,5750,2023-06-15,58,7
26237,8007,2023-06-27,34,5
26238,6859,2023-02-19,58,1
26239,6059,2023-04-11,28,7
26240,8568,2023-04-24,6,4
26241,6008,2023-06-13,8,1
26242,821,2023-06-24,33,13
26243,5816,2023-06-05,12,6
26244,4291,2023-05-26,37,7
26245,2412,2023-03-19,36,1
26246,547,2023-04-06,5,10
26247,385,2023-06-07,28,2
26248,9153,2023-05-12,30,11
26249,5089,2023-05-25,2,4
26250,2074,2023-04-20,33,2
26251,3947,2023-06-28,3,3
26252,4720,2023-06-23,32,7
26253,6755,2023-04-14,56,8
26254,2237,2023-05-20,10,7
26255,5757,2023-06-19,15,9
26256,8552,2023-06-24,6,1
26257,1403,2023-01-16,51,2
26258,4269,2023-04-21,28,1
26259,2640,2023-04-18,47,2
26260,4714,2023-04-28,22,7
26261,8291,2023-06-10,38,1
26262,1102,2023-05-21,26,4
26263,3987,2023-05-21,17,6
26264,437,2023-01-19,55,4
26265,922,2023-05-18,24,13
26266,912,2023-03-31,11,2
26267,3102,2023-05-18,51,7
26268,1993,2023-04-22,20,14
26269,7821,2023-05-05,55,5
26270,3175,2023-06-18,47,7
26271,65,2023-05-16,10,10
26272,231,2023-05-30,48,3
26273,8834,2023-05-28,23,9
26274,6434,2023-06-12,54,2
26275,9537,2023-05-31,20,2
26276,9833,2023-02-24,51,3
26277,5290,2023-03-24,59,5
26278,5543,2023-04-26,31,6
26279,3040,2023-05-30,50,11
26280,6346,2023-05-28,52,6
26281,735,2023-05-28,56,5
26282,6188,2023-06-28,33,4
26283,7668,2023-06-19,2,2
26284,2864,2023-02-19,34,9
26285,5616,2023-04-21,5,12
26286,8010,2023-05-27,34,5
26287,1552,2023-06-25,9,12
26288,5848,2023-04-11,17,9
26289,3184,2023-04-19,25,11
26290,8462,2023-06-28,39,3
26291,9552,2023-04-18,14,13
26292,8029,2023-06-28,58,11
26293,6095,2023-06-11,25,9
26294,470,2023-03-23,39,3
26295,5945,2023-06-29,32,6
26296,70,2023-03-02,41,2
26297,2171,2023-06-21,53,1
26298,9843,2023-06-20,53,13
26299,3675,2023-04-06,46,13
26300,8029,2023-05-09,27,13
26301,4333,2023-04-01,10,9
26302,3292,2023-04-04,49,4
26303,9866,2023-04-24,21,9
26304,4152,2023-06-22,16,14
26305,8798,2023-04-23,55,6
26306,9607,2023-06-06,8,3
26307,8004,2023-05-12,32,12
26308,2748,2023-06-16,33,8
26309,2099,2023-06-27,34,6
26310,5248,2023-06-25,24,9
26311,1251,2023-06-02,51,3
26312,905,2023-03-18,15,13
26313,5041,2023-06-19,49,8
26314,3364,2023-05-26,25,6
26315,1289,2023-06-22,27,3
26316,1312,2023-04-29,25,12
26317,750,2023-05-17,56,7
26318,5945,2023-06-28,18,14
26319,346,2023-04-13,20,8
26320,7212,2023-05-12,36,14
26321,9363,2023-06-01,28,10
26322,885,2023-01-28,14,7
26323,9259,2023-06-03,52,5
26324,5444,2023-06-12,38,10
26325,1344,2023-05-06,11,8
26326,7263,2023-05-19,28,12
26327,2701,2023-05-06,15,6
26328,9354,2023-04-22,30,13
26329,1712,2023-06-06,5,9
26330,628,2023-06-09,4,9
26331,5548,2023-06-26,7,1
26332,1456,2023-05-13,39,11
26333,3784,2023-05-08,40,2
26334,8163,2023-04-07,35,3
26335,64,2023-06-11,3,1
26336,2430,2023-03-19,28,5
26337,8655,2023-06-28,37,10
26338,7197,2023-06-15,4,12
26339,2546,2023-04-02,58,13
26340,3400,2023-06-10,50,7
26341,1559,2023-05-24,11,3
26342,9116,2023-06-14,4,12
26343,8428,2023-03-30,4,12
26344,5775,2023-04-13,44,13
26345,7738,2023-06-07,26,7
26346,4520,2023-05-31,26,14
26347,4242,2023-04-06,50,2
26348,3530,2023-03-30,9,1
26349,4818,2023-06-03,13,3
26350,1843,2023-01-10,52,3
26351,1955,2023-06-01,15,1
26352,8074,2023-02-14,43,11
26353,7737,2023-06-23,27,1
26354,1677,2023-06-24,9,12
26355,4725,2023-06-08,18,6
26356,6680,2023-06-21,32,14
26357,938,2023-03-10,10,6
26358,5055,2023-06-13,38,14
26359,5235,2023-05-24,36,5
26360,6958,2023-05-24,38,9
26361,2379,2023-04-20,41,11
26362,9151,2023-03-29,10,8
26363,1428,2023-02-10,50,12
26364,10000,2023-06-24,7,11
26365,4643,2023-03-30,15,3
26366,6605,2023-06-07,11,8
26367,4063,2023-06-19,43,9
26368,2468,2023-04-14,10,10
26369,5494,2023-06-18,5,1
26370,14,2023-06-26,19,11
26371,1963,2023-01-28,32,2
26372,5655,2023-06-11,13,12
26373,5600,2023-04-24,47,9
26374,3056,2023-05-08,41,11
26375,8705,2023-05-06,8,9
26376,8754,2023-03-06,51,2
26377,6429,2023-05-09,11,11
26378,8194,2023-05-06,2,12
26379,7824,2023-06-11,46,5
26380,80,2023-05-24,12,3
26381,7588,2023-04-20,17,8
26382,9370,2023-06-05,10,13
26383,1099,2023-02-25,12,12
26384,8455,2023-06-27,39,6
26385,9894,2023-04-20,43,11
26386,1716,2023-05-23,50,13
26387,2354,2023-03-08,37,7
26388,4552,2023-04-16,36,5
26389,314,2023-06-26,45,4
26390,3420,2023-05-30,46,13
26391,6248,2023-06-27,38,5
26392,4893,2023-03-27,17,9
26393,7875,2023-03-07,36,2
26394,5156,2023-06-21,42,13
26395,262,2023-05-08,32,6
26396,7041,2023-06-26,21,14
26397,6223,2023-06-16,24,1
26398,4431,2023-06-27,21,13
26399,896,2023-06-24,5,3
26400,6912,2023-02-20,43,2
26401,3643,2023-06-04,32,8
26402,9140,2023-06-26,48,11
26403,9253,2023-06-21,54,10
26404,3655,2023-06-24,15,7
26405,9320,2023-06-29,31,12
26406,7850,2023-06-11,19,6
26407,5159,2023-03-20,10,2
26408,6077,2023-06-27,9,14
26409,522,2023-05-23,52,1
26410,6919,2023-06-25,11,5
26411,5111,2023-02-24,24,12
26412,7506,2023-04-15,4,11
26413,8199,2023-05-21,33,6
26414,6054,2023-02-05,48,5
26415,871,2023-04-28,50,8
26416,1780,2023-06-29,31,2
26417,893,2023-05-15,24,13
26418,3189,2023-06-19,2,2
26419,8107,2023-05-12,6,5
26420,154,2023-05-08,33,10
26421,4358,2023-05-29,58,3
26422,3922,2023-05-20,56,2
26423,5946,2023-04-03,58,4
26424,10,2023-06-04,51,13
26425,7497,2023-03-03,3,5
26426,3340,2023-06-17,36,5
26427,6165,2023-06-10,33,7
26428,7466,2023-06-13,4,3
26429,1868,2023-03-08,38,1
26430,9982,2023-04-28,24,13
26431,5722,2023-06-01,7,2
26432,4338,2023-04-30,41,5
26433,7772,2023-04-03,6,2
26434,9742,2023-03-06,55,11
26435,5785,2023-04-29,8,8
26436,679,2023-06-28,11,3
26437,4296,2023-03-18,55,13
26438,1726,2023-02-12,5,11
26439,2511,2023-04-12,12,3
26440,1385,2023-04-23,31,11
26441,995,2023-06-18,20,4
26442,5812,2023-05-19,15,1
26443,4853,2023-05-27,1,9
26444,340,2023-03-07,53,6
26445,9911,2023-05-29,34,10
26446,2596,2023-04-24,23,5
26447,5521,2023-06-18,26,14
26448,1393,2023-02-01,18,14
26449,8229,2023-06-17,6,13
26450,6321,2023-05-09,59,10
26451,7257,2023-04-20,39,13
26452,7916,2023-06-16,23,12
26453,7829,2023-03-25,55,8
26454,4802,2023-06-29,24,11
26455,9977,2023-06-19,6,13
26456,5131,2023-06-23,44,12
26457,4454,2023-04-14,18,12
26458,3217,2023-06-14,20,1
26459,7135,2023-06-16,58,7
26460,5075,2023-06-10,54,4
26461,8861,2023-06-06,50,8
26462,9293,2023-04-30,44,8
26463,2197,2023-05-11,58,10
26464,9573,2023-06-21,40,9
26465,3635,2023-05-25,17,13
26466,1820,2023-02-02,55,12
26467,5775,2023-06-01,49,4
26468,6107,2023-06-18,36,9
26469,1023,2023-05-18,49,12
26470,678,2023-05-07,56,13
26471,2499,2023-04-08,45,11
26472,2552,2023-02-08,3,8
26473,6813,2023-02-19,42,3
26474,5899,2023-02-07,50,9
26475,3190,2023-03-28,44,6
26476,5223,2023-06-27,46,10
26477,1081,2023-06-22,26,10
26478,8581,2023-05-06,33,1
26479,7952,2023-03-24,42,3
26480,2901,2023-05-11,17,14
26481,5785,2023-06-28,26,11
26482,5362,2023-05-07,13,13
26483,6915,2023-06-20,59,2
26484,5541,2023-05-08,23,8
26485,2119,2023-03-19,30,7
26486,1383,2023-04-16,4,11
26487,2051,2023-04-07,8,13
26488,5818,2023-06-25,31,10
26489,9321,2023-05-28,8,9
26490,2632,2023-03-29,4,5
26491,9877,2023-05-30,25,3
26492,914,2023-02-19,15,12
26493,2490,2023-06-29,34,4
26494,9748,2023-06-19,48,1
26495,7848,2023-05-23,58,1
26496,2536,2023-06-26,33,1
26497,3101,2023-04-30,40,3
26498,5745,2023-06-07,50,4
26499,350,2023-06-07,50,8
26500,1056,2023-06-21,27,6
26501,5446,2023-06-01,18,10
26502,6781,2023-06-21,47,6
26503,7519,2023-03-22,53,5
26504,865,2023-05-21,53,6
26505,8644,2023-06-24,27,11
26506,5963,2023-05-20,15,8
26507,2085,2023-06-11,4,14
26508,2079,2023-04-10,6,10
26509,8081,2023-06-19,28,8
26510,8836,2023-06-29,41,1
26511,1679,2023-06-21,14,3
26512,7853,2023-05-12,5,11
26513,3658,2023-04-12,6,14
26514,1286,2023-06-15,15,2
26515,7465,2023-06-15,33,4
26516,9183,2023-06-25,5,8
26517,9104,2023-05-15,38,6
26518,6887,2023-06-19,16,10
26519,8366,2023-01-27,1,12
26520,5566,2023-05-31,7,13
26521,6173,2023-02-26,4,13
26522,4915,2023-06-28,22,4
26523,1290,2023-04-30,48,13
26524,3630,2023-03-18,30,6
26525,2182,2023-05-14,13,4
26526,2668,2023-06-23,27,12
26527,9948,2023-06-23,30,10
26528,3583,2023-06-28,53,1
26529,6589,2023-05-16,46,5
26530,7148,2023-06-12,12,2
26531,6695,2023-06-27,4,10
26532,7681,2023-05-29,11,14
26533,691,2023-02-06,53,14
26534,2298,2023-05-21,51,11
26535,5856,2023-03-05,41,7
26536,9014,2023-05-20,17,13
26537,3365,2023-06-23,9,5
26538,2169,2023-05-19,15,9
26539,8758,2023-04-21,5,5
26540,975,2023-04-05,7,2
26541,2135,2023-02-27,10,10
26542,626,2023-05-26,55,11
26543,4354,2023-03-23,31,12
26544,1531,2023-06-24,4,9
26545,7608,2023-06-27,13,6
26546,2070,2023-05-06,42,1
26547,59,2023-05-02,32,4
26548,9015,2023-03-12,2,8
26549,1295,2023-06-26,33,10
26550,4813,2023-01-22,46,1
26551,665,2023-02-24,45,5
26552,9557,2023-04-27,58,13
26553,5092,2023-06-25,7,6
26554,4519,2023-06-05,18,8
26555,8226,2023-06-12,2,3
26556,9826,2023-06-05,38,3
26557,1201,2023-02-14,37,14
26558,3622,2023-05-20,37,9
26559,1586,2023-06-09,12,4
26560,699,2023-05-12,50,6
26561,7670,2023-05-22,7,2
26562,9702,2023-06-16,12,6
26563,1598,2023-03-23,14,4
26564,5786,2023-04-20,24,8
26565,3817,2023-06-21,33,10
26566,2238,2023-04-15,52,12
26567,7358,2023-06-20,57,12
26568,738,2023-06-25,10,10
26569,9130,2023-05-30,46,4
26570,8333,2023-06-28,6,11
26571,1639,2023-06-08,28,8
26572,9124,2023-06-16,1,6
26573,8054,2023-05-30,38,3
26574,9063,2023-06-01,53,13
26575,5403,2023-04-19,40,3
26576,8571,2023-05-16,38,9
26577,8621,2023-06-29,3,10
26578,6108,2023-06-16,29,2
26579,6435,2023-06-08,38,7
26580,3749,2023-04-22,50,1
26581,9102,2023-05-06,36,2
26582,3869,2023-06-16,49,12
26583,756,2023-03-23,50,8
26584,9061,2023-06-02,6,3
26585,8913,2023-05-25,4,11
26586,3487,2023-03-28,42,10
26587,7984,2023-05-24,15,2
26588,1524,2023-03-08,46,11
26589,6950,2023-05-30,56,6
26590,6648,2023-06-08,27,8
26591,3474,2023-05-19,12,3
26592,3140,2023-03-02,26,14
26593,1766,2023-04-06,56,13
26594,3561,2023-06-20,27,14
26595,5385,2023-03-21,48,12
26596,5500,2023-06-01,16,14
26597,1979,2023-06-11,58,2
26598,8649,2023-06-15,37,13
26599,8469,2023-02-09,14,7
26600,8290,2023-04-08,56,11
26601,5112,2023-05-06,32,4
26602,5032,2023-03-15,45,9
26603,4409,2023-03-21,44,6
26604,4342,2023-06-29,20,14
26605,8553,2023-02-08,55,6
26606,4778,2023-06-29,54,5
26607,1912,2023-05-02,13,14
26608,6302,2023-05-19,53,8
26609,9903,2023-06-10,47,7
26610,3133,2023-06-18,37,7
26611,212,2023-05-11,37,1
26612,1334,2023-02-17,35,5
26613,748,2023-06-25,39,11
26614,9236,2023-05-16,51,8
26615,5392,2023-04-02,59,5
26616,8074,2023-03-19,11,8
26617,5353,2023-04-29,47,5
26618,8948,2023-02-19,5,4
26619,156,2023-05-01,9,8
26620,9360,2023-05-13,6,6
26621,8264,2023-06-09,41,13
26622,3833,2023-02-21,47,1
26623,9783,2023-06-23,30,14
26624,1472,2023-04-16,29,6
26625,8561,2023-05-03,23,2
26626,8050,2023-06-28,26,8
26627,6516,2023-06-17,52,3
26628,7850,2023-05-31,22,1
26629,4510,2023-03-02,21,13
26630,828,2023-06-01,6,9
26631,2776,2023-05-12,23,12
26632,6143,2023-06-28,22,11
26633,6186,2023-06-24,18,7
26634,288,2023-02-25,55,6
26635,5022,2023-06-04,46,12
26636,8512,2023-05-10,39,10
26637,1870,2023-03-22,18,9
26638,2234,2023-03-29,30,7
26639,4521,2023-05-22,33,13
26640,8464,2023-06-21,6,12
26641,2585,2023-02-10,19,3
26642,7000,2023-05-24,12,5
26643,6140,2023-06-23,37,14
26644,7619,2023-05-03,18,3
26645,1368,2023-05-03,44,11
26646,4619,2023-06-29,14,6
26647,9888,2023-05-31,12,3
26648,9559,2023-06-17,4,7
26649,4601,2023-02-25,37,5
