event_id,user_id,event_type,event_date
40637,1731,visit,2023-06-11
40638,5191,visit,2023-01-17
40639,2395,visit,2023-01-20
40640,4768,signup,2023-01-03
40641,5155,signup,2023-05-04
40642,3670,purchase,2023-03-28
40643,7178,signup,2023-03-02
40644,5956,purchase,2023-06-16
40645,1761,signup,2023-05-11
40646,2739,purchase,2023-03-11
40647,1232,visit,2023-01-06
40648,9133,visit,2023-02-28
40649,8592,add_to_cart,2023-05-29
40650,9467,visit,2023-02-02
40651,7860,signup,2023-02-23
40652,1415,signup,2023-03-05
40653,7843,add_to_cart,2023-05-17
40654,2981,signup,2023-03-19
40655,9113,purchase,2023-01-20
40656,6082,visit,2023-05-06
40657,5295,signup,2023-04-25
40658,7455,add_to_cart,2023-02-13
40659,5843,add_to_cart,2023-05-25
40660,3229,purchase,2023-06-17
40661,254,add_to_cart,2023-01-09
40662,3714,signup,2023-05-20
40663,2600,visit,2023-02-15
40664,8334,signup,2023-04-09
40665,5837,visit,2023-03-08
40666,8429,signup,2023-05-08
40667,6069,add_to_cart,2023-04-18
40668,2282,visit,2023-02-14
40669,2920,visit,2023-02-05
40670,4092,add_to_cart,2023-02-01
40671,5049,visit,2023-03-12
40672,9421,visit,2023-02-15
40673,8768,purchase,2023-02-03
40674,1991,signup,2023-06-22
40675,8261,signup,2023-05-13
40676,7577,visit,2023-03-26
40677,4610,visit,2023-01-20
40678,1688,visit,2023-06-05
40679,8753,visit,2023-01-21
40680,8339,purchase,2023-03-23
40681,3664,visit,2023-04-28
40682,5497,signup,2023-05-06
40683,1092,visit,2023-02-19
40684,3276,visit,2023-03-03
40685,4357,visit,2023-06-29
40686,2052,visit,2023-04-30
40687,7688,signup,2023-05-08
40688,1755,add_to_cart,2023-05-23
40689,2070,visit,2023-03-31
40690,69,visit,2023-03-21
40691,8488,visit,2023-03-24
40692,9784,visit,2023-03-31
40693,2042,signup,2023-04-01
40694,4232,visit,2023-02-23
40695,3502,add_to_cart,2023-01-19
40696,8202,visit,2023-02-07
40697,5437,visit,2023-03-26
40698,5843,add_to_cart,2023-01-11
40699,4074,add_to_cart,2023-03-05
40700,5023,visit,2023-03-20
40701,6913,signup,2023-02-16
40702,6233,visit,2023-02-05
40703,6166,add_to_cart,2023-05-13
40704,9143,signup,2023-04-08
40705,3037,visit,2023-03-16
40706,2331,visit,2023-04-05
40707,9970,signup,2023-01-13
40708,4997,visit,2023-02-19
40709,5335,visit,2023-03-18
40710,5351,signup,2023-04-06
40711,2469,signup,2023-05-05
40712,8777,signup,2023-05-03
40713,1345,signup,2023-05-10
40714,8831,visit,2023-02-08
40715,8012,add_to_cart,2023-01-07
40716,7850,visit,2023-06-08
40717,4711,visit,2023-03-26
40718,9541,signup,2023-04-03
40719,7477,visit,2023-02-01
40720,2302,signup,2023-06-25
40721,1563,add_to_cart,2023-06-09
40722,1657,visit,2023-02-01
40723,2334,visit,2023-06-09
40724,4594,visit,2023-03-05
40725,8228,signup,2023-04-03
40726,4737,visit,2023-01-09
40727,8450,visit,2023-06-29
40728,4001,signup,2023-01-28
40729,9017,signup,2023-01-31
40730,2622,signup,2023-02-10
40731,2270,visit,2023-01-09
40732,1481,add_to_cart,2023-03-02
40733,3228,visit,2023-06-23
40734,1621,visit,2023-03-27
40735,3743,signup,2023-06-18
40736,8793,purchase,2023-05-30
40737,9050,add_to_cart,2023-06-28
40738,8194,visit,2023-03-12
40739,811,signup,2023-04-25
40740,6772,signup,2023-05-25
40741,5743,signup,2023-02-12
40742,881,signup,2023-05-27
40743,3560,signup,2023-06-23
40744,2399,signup,2023-02-12
40745,3298,add_to_cart,2023-02-15
40746,95,signup,2023-01-31
40747,8312,signup,2023-05-14
40748,452,visit,2023-01-11
40749,4499,purchase,2023-05-05
40750,6606,visit,2023-06-18
40751,9923,visit,2023-01-16
40752,882,visit,2023-03-08
40753,7672,visit,2023-01-29
40754,24,visit,2023-02-16
40755,8099,visit,2023-03-28
40756,9066,visit,2023-04-02
40757,7246,signup,2023-03-08
40758,3765,add_to_cart,2023-02-16
40759,2410,add_to_cart,2023-06-13
40760,1063,purchase,2023-02-19
40761,7580,visit,2023-06-08
40762,7848,visit,2023-03-31
40763,5640,purchase,2023-02-11
40764,968,add_to_cart,2023-05-01
40765,5433,signup,2023-02-14
40766,1267,signup,2023-01-30
40767,8963,purchase,2023-05-24
40768,1761,purchase,2023-03-29
40769,381,add_to_cart,2023-04-30
40770,1051,visit,2023-06-02
40771,4865,visit,2023-02-02
40772,2028,visit,2023-05-13
40773,1887,visit,2023-02-25
40774,2031,add_to_cart,2023-06-10
40775,842,signup,2023-01-07
40776,9092,visit,2023-06-27
40777,2564,visit,2023-03-26
40778,7513,add_to_cart,2023-02-11
40779,4924,signup,2023-03-14
40780,2156,add_to_cart,2023-01-09
40781,6407,visit,2023-06-21
40782,6338,purchase,2023-01-16
40783,4474,purchase,2023-01-30
40784,7428,add_to_cart,2023-03-28
40785,1744,visit,2023-01-19
40786,3173,signup,2023-03-16
40787,317,signup,2023-02-24
40788,8517,signup,2023-03-11
40789,6916,signup,2023-06-14
40790,7162,visit,2023-02-08
40791,4934,visit,2023-02-06
40792,3430,visit,2023-02-15
40793,6557,signup,2023-03-23
40794,8043,visit,2023-02-27
40795,721,visit,2023-05-07
40796,7799,visit,2023-01-10
40797,3595,visit,2023-05-26
40798,7297,signup,2023-04-17
40799,7989,visit,2023-01-20
40800,1216,visit,2023-01-15
40801,8480,add_to_cart,2023-02-09
40802,5556,visit,2023-04-19
40803,4816,signup,2023-03-07
40804,2859,signup,2023-04-16
40805,1998,visit,2023-05-31
40806,7855,visit,2023-06-26
40807,8217,purchase,2023-04-01
40808,5381,add_to_cart,2023-05-08
40809,9683,add_to_cart,2023-03-26
40810,9353,purchase,2023-01-12
40811,7694,visit,2023-06-07
40812,1168,add_to_cart,2023-05-28
40813,129,signup,2023-04-01
40814,6416,visit,2023-02-28
40815,9860,signup,2023-01-26
40816,4791,add_to_cart,2023-02-15
40817,7533,purchase,2023-05-23
40818,7072,visit,2023-03-18
40819,4630,visit,2023-01-04
40820,2095,visit,2023-06-29
40821,8629,visit,2023-06-06
40822,8918,visit,2023-01-30
40823,3554,purchase,2023-01-20
40824,579,signup,2023-01-21
40825,460,visit,2023-02-20
40826,9560,visit,2023-04-19
40827,5704,visit,2023-02-25
40828,7686,add_to_cart,2023-03-14
40829,8020,signup,2023-02-17
40830,1579,visit,2023-04-18
40831,5469,signup,2023-05-24
40832,3845,signup,2023-05-13
40833,915,visit,2023-03-04
40834,4135,visit,2023-02-22
40835,337,signup,2023-04-04
40836,5552,visit,2023-02-24
40837,3452,signup,2023-03-21
40838,1891,signup,2023-04-14
40839,1508,add_to_cart,2023-01-14
40840,8378,purchase,2023-01-12
40841,4918,signup,2023-05-19
40842,1527,visit,2023-04-08
40843,1780,visit,2023-04-29
40844,7980,visit,2023-03-09
40845,9901,add_to_cart,2023-05-25
40846,8046,add_to_cart,2023-04-13
40847,9970,signup,2023-06-21
40848,6183,visit,2023-05-10
40849,688,signup,2023-06-03
40850,8971,visit,2023-01-12
40851,4036,signup,2023-03-24
40852,8447,visit,2023-04-10
40853,2854,purchase,2023-06-06
40854,2154,signup,2023-03-05
40855,8763,signup,2023-03-05
40856,9163,signup,2023-03-29
40857,264,visit,2023-04-01
40858,9122,visit,2023-03-29
40859,2068,add_to_cart,2023-02-21
40860,5175,visit,2023-01-19
40861,2997,visit,2023-05-30
40862,2872,visit,2023-06-16
40863,8426,add_to_cart,2023-05-07
40864,311,visit,2023-06-18
40865,2341,visit,2023-06-07
40866,8562,signup,2023-02-25
40867,5245,add_to_cart,2023-04-11
40868,4858,add_to_cart,2023-04-23
40869,2990,visit,2023-02-06
40870,8127,signup,2023-04-01
40871,9981,add_to_cart,2023-02-13
40872,9601,visit,2023-06-02
40873,3383,add_to_cart,2023-02-28
40874,7740,visit,2023-06-03
40875,9589,visit,2023-04-10
40876,6610,add_to_cart,2023-02-12
40877,9278,signup,2023-03-31
40878,667,visit,2023-03-01
40879,5786,signup,2023-01-17
40880,6318,add_to_cart,2023-06-01
40881,8617,visit,2023-04-25
40882,3731,visit,2023-05-22
40883,8997,signup,2023-02-13
40884,6426,add_to_cart,2023-04-21
40885,9052,visit,2023-03-31
40886,3654,signup,2023-03-17
40887,2525,visit,2023-04-16
40888,8193,visit,2023-06-14
40889,4815,visit,2023-02-03
40890,6250,visit,2023-04-13
40891,8858,visit,2023-04-30
40892,2629,visit,2023-04-22
40893,4922,signup,2023-06-14
40894,4926,add_to_cart,2023-02-19
40895,343,signup,2023-04-17
40896,4120,signup,2023-05-31
40897,9383,add_to_cart,2023-04-14
40898,5744,visit,2023-02-25
40899,4383,visit,2023-03-07
40900,9649,visit,2023-02-27
40901,9859,signup,2023-03-29
40902,632,visit,2023-04-27
40903,4417,visit,2023-03-07
40904,341,add_to_cart,2023-06-27
40905,3602,signup,2023-01-27
40906,5675,signup,2023-06-25
40907,4847,signup,2023-01-25
40908,8925,visit,2023-04-23
40909,5827,visit,2023-03-14
40910,5595,signup,2023-01-26
40911,4957,signup,2023-04-14
40912,4728,visit,2023-06-21
40913,8501,visit,2023-04-27
40914,7885,signup,2023-05-16
40915,3661,visit,2023-02-25
40916,3725,visit,2023-03-28
40917,1788,visit,2023-05-19
40918,6058,visit,2023-06-07
40919,6844,signup,2023-05-20
40920,3792,signup,2023-05-09
40921,3493,visit,2023-05-23
40922,9553,signup,2023-05-13
40923,6817,visit,2023-01-09
40924,9804,add_to_cart,2023-02-24
40925,2601,visit,2023-05-06
40926,631,add_to_cart,2023-01-29
40927,5760,signup,2023-01-12
40928,3638,signup,2023-06-24
40929,6495,visit,2023-05-25
40930,4019,add_to_cart,2023-02-12
40931,2342,visit,2023-04-06
40932,7337,signup,2023-04-28
40933,4333,signup,2023-03-19
40934,6582,visit,2023-05-24
40935,714,signup,2023-03-16
40936,7820,visit,2023-04-03
40937,4734,visit,2023-03-29
40938,5691,visit,2023-03-24
40939,291,add_to_cart,2023-03-02
40940,8295,add_to_cart,2023-05-22
40941,1256,visit,2023-03-15
40942,1271,visit,2023-03-14
40943,7875,visit,2023-01-03
40944,2673,signup,2023-01-09
40945,1362,signup,2023-06-14
40946,8748,signup,2023-05-08
40947,7353,visit,2023-04-29
40948,826,visit,2023-04-09
40949,9992,visit,2023-06-21
40950,5562,add_to_cart,2023-04-22
40951,7962,add_to_cart,2023-03-30
40952,1118,signup,2023-02-21
40953,3367,add_to_cart,2023-05-25
40954,6582,purchase,2023-01-29
40955,2504,visit,2023-01-13
40956,5520,signup,2023-03-21
40957,4965,visit,2023-06-28
40958,4601,visit,2023-04-22
40959,8025,signup,2023-03-05
40960,1031,visit,2023-04-20
40961,2595,add_to_cart,2023-01-17
40962,6282,add_to_cart,2023-05-24
40963,6966,add_to_cart,2023-03-06
40964,1588,add_to_cart,2023-01-09
40965,4193,add_to_cart,2023-03-04
40966,4963,add_to_cart,2023-04-13
40967,2635,add_to_cart,2023-05-08
40968,7268,purchase,2023-02-10
40969,2582,visit,2023-06-28
40970,9929,visit,2023-04-09
40971,7558,signup,2023-02-27
40972,2295,signup,2023-02-24
40973,8360,signup,2023-03-27
40974,4226,visit,2023-04-19
40975,9634,visit,2023-03-16
40976,5689,signup,2023-04-14
40977,1518,add_to_cart,2023-04-26
40978,485,signup,2023-01-30
40979,361,add_to_cart,2023-02-26
40980,6974,add_to_cart,2023-02-13
40981,6151,visit,2023-02-18
40982,8991,add_to_cart,2023-06-25
40983,4159,visit,2023-06-19
40984,2711,add_to_cart,2023-01-14
40985,3783,visit,2023-01-24
40986,1249,purchase,2023-02-06
40987,178,visit,2023-05-04
40988,8466,signup,2023-01-28
40989,8759,add_to_cart,2023-04-09
40990,1500,visit,2023-02-27
40991,984,visit,2023-05-29
40992,4931,add_to_cart,2023-01-27
40993,6613,purchase,2023-01-20
40994,4123,visit,2023-04-11
40995,5932,signup,2023-06-08
40996,1139,visit,2023-05-25
40997,9000,add_to_cart,2023-05-01
40998,4104,signup,2023-05-21
40999,1102,visit,2023-03-19
41000,4580,signup,2023-06-03
41001,6001,add_to_cart,2023-03-20
41002,8671,add_to_cart,2023-03-27
41003,8052,visit,2023-02-11
41004,5476,signup,2023-01-14
41005,517,visit,2023-04-13
41006,5976,purchase,2023-03-18
41007,4250,visit,2023-03-04
41008,9935,visit,2023-06-04
41009,1840,signup,2023-02-19
41010,5873,signup,2023-05-23
41011,8932,visit,2023-04-21
41012,1349,visit,2023-03-03
41013,5340,visit,2023-05-21
41014,3840,visit,2023-02-27
41015,1182,add_to_cart,2023-04-21
41016,1408,signup,2023-05-24
41017,6024,signup,2023-04-23
41018,4636,visit,2023-05-18
41019,6275,add_to_cart,2023-06-19
41020,1098,visit,2023-02-01
41021,8049,signup,2023-04-29
41022,7624,visit,2023-05-31
41023,1887,purchase,2023-06-14
41024,9435,purchase,2023-06-13
41025,9069,add_to_cart,2023-02-18
41026,564,visit,2023-04-09
41027,2647,add_to_cart,2023-04-10
41028,8914,visit,2023-06-26
41029,1388,signup,2023-01-20
41030,9159,signup,2023-05-13
41031,6918,purchase,2023-06-26
41032,1206,signup,2023-03-12
41033,6894,signup,2023-01-11
41034,1983,signup,2023-03-19
41035,3514,signup,2023-06-21
41036,5392,signup,2023-02-11
41037,4969,visit,2023-02-23
41038,188,purchase,2023-01-10
41039,8041,visit,2023-03-23
41040,9895,visit,2023-05-17
41041,8107,visit,2023-06-07
41042,671,visit,2023-06-04
41043,9064,purchase,2023-03-19
41044,5726,visit,2023-04-04
41045,8352,add_to_cart,2023-03-26
41046,5798,visit,2023-01-21
41047,4007,signup,2023-01-08
41048,5909,visit,2023-05-27
41049,8106,signup,2023-05-01
41050,2950,signup,2023-05-24
41051,8409,add_to_cart,2023-01-05
41052,6218,signup,2023-01-20
41053,425,signup,2023-02-11
41054,4746,visit,2023-06-25
41055,8643,signup,2023-05-03
41056,7681,visit,2023-01-27
41057,5043,signup,2023-03-25
41058,4233,add_to_cart,2023-05-19
41059,7002,visit,2023-05-16
41060,6656,add_to_cart,2023-03-28
41061,8117,visit,2023-05-07
41062,6828,add_to_cart,2023-03-12
41063,412,purchase,2023-02-25
41064,1586,purchase,2023-04-20
41065,9489,visit,2023-05-16
41066,4440,signup,2023-03-05
41067,6197,add_to_cart,2023-02-23
41068,5376,purchase,2023-06-28
41069,3873,visit,2023-04-18
41070,6285,add_to_cart,2023-05-14
41071,2437,visit,2023-03-26
41072,8182,add_to_cart,2023-01-23
41073,3937,signup,2023-02-27
41074,3285,visit,2023-06-24
41075,4318,purchase,2023-02-25
41076,2675,visit,2023-02-13
41077,4976,add_to_cart,2023-02-21
41078,3943,signup,2023-03-07
41079,7479,add_to_cart,2023-01-05
41080,5488,add_to_cart,2023-05-19
41081,4918,visit,2023-03-11
41082,2846,signup,2023-04-17
41083,1444,add_to_cart,2023-03-18
41084,7093,signup,2023-01-22
41085,2037,visit,2023-01-02
41086,7220,add_to_cart,2023-04-16
41087,3552,add_to_cart,2023-06-02
41088,9262,purchase,2023-03-10
41089,7548,purchase,2023-03-21
41090,851,purchase,2023-01-12
41091,8830,visit,2023-01-26
41092,1533,purchase,2023-03-01
41093,4914,visit,2023-01-22
41094,9593,add_to_cart,2023-01-15
41095,3057,visit,2023-06-22
41096,2731,add_to_cart,2023-06-29
41097,9323,signup,2023-02-06
41098,1231,purchase,2023-05-19
41099,9361,purchase,2023-01-10
41100,1302,signup,2023-02-21
41101,7451,signup,2023-04-07
41102,9131,signup,2023-03-08
41103,9827,signup,2023-02-13
41104,7430,signup,2023-02-16
41105,4270,add_to_cart,2023-04-18
41106,2838,add_to_cart,2023-02-16
41107,8237,visit,2023-02-26
41108,8459,visit,2023-04-05
41109,435,signup,2023-06-14
41110,4083,visit,2023-04-06
41111,1775,visit,2023-06-05
41112,8585,add_to_cart,2023-04-10
41113,7132,visit,2023-04-18
41114,8937,signup,2023-03-01
41115,8006,add_to_cart,2023-05-17
41116,7094,add_to_cart,2023-02-04
41117,2293,purchase,2023-02-18
41118,6303,visit,2023-04-03
41119,2486,visit,2023-04-23
41120,7711,add_to_cart,2023-04-26
41121,3004,visit,2023-04-27
41122,5485,signup,2023-01-24
41123,7055,visit,2023-03-27
41124,3072,add_to_cart,2023-01-08
41125,2742,visit,2023-02-19
41126,2742,signup,2023-05-12
41127,1049,signup,2023-01-19
41128,8912,purchase,2023-01-09
41129,1908,visit,2023-01-15
41130,173,add_to_cart,2023-01-07
41131,7206,visit,2023-02-06
41132,4078,signup,2023-02-03
41133,758,visit,2023-01-10
41134,8211,signup,2023-05-05
41135,3398,purchase,2023-02-06
41136,793,visit,2023-04-29
41137,8048,signup,2023-03-01
41138,7214,signup,2023-06-13
41139,43,visit,2023-04-30
41140,782,visit,2023-06-25
41141,5687,add_to_cart,2023-05-14
41142,9681,signup,2023-05-06
41143,9537,signup,2023-01-12
41144,2960,signup,2023-05-30
41145,9970,visit,2023-06-18
41146,7369,visit,2023-05-29
41147,8756,add_to_cart,2023-03-12
41148,3838,signup,2023-03-18
41149,3716,add_to_cart,2023-04-17
41150,2281,visit,2023-04-11
41151,1489,visit,2023-06-17
41152,5919,visit,2023-04-21
41153,2067,signup,2023-06-22
41154,1985,visit,2023-06-25
41155,6174,visit,2023-02-24
41156,5828,visit,2023-04-28
41157,7378,visit,2023-03-21
41158,683,signup,2023-03-11
41159,9705,add_to_cart,2023-04-23
41160,8,signup,2023-04-24
41161,7775,purchase,2023-01-13
41162,6509,visit,2023-06-05
41163,7142,add_to_cart,2023-02-24
41164,9577,add_to_cart,2023-06-02
41165,6866,visit,2023-03-21
41166,8101,visit,2023-05-25
41167,8722,visit,2023-05-15
41168,6770,add_to_cart,2023-01-26
41169,5486,visit,2023-04-04
41170,69,purchase,2023-04-12
41171,852,signup,2023-06-16
41172,29,add_to_cart,2023-01-21
41173,191,purchase,2023-03-02
41174,4413,purchase,2023-05-24
41175,228,visit,2023-02-03
41176,131,signup,2023-01-23
41177,3115,add_to_cart,2023-04-15
41178,3615,signup,2023-05-09
41179,2684,signup,2023-02-24
41180,6854,visit,2023-01-16
41181,8045,visit,2023-02-09
41182,3212,signup,2023-04-05
41183,7388,signup,2023-05-21
41184,1578,add_to_cart,2023-02-03
41185,9104,visit,2023-04-09
41186,1493,visit,2023-05-25
41187,2081,visit,2023-03-04
41188,824,visit,2023-06-15
41189,7457,visit,2023-06-08
41190,8903,visit,2023-04-29
41191,5520,visit,2023-03-11
41192,7342,visit,2023-03-13
41193,3412,add_to_cart,2023-05-05
41194,5146,visit,2023-03-04
41195,6812,visit,2023-06-03
41196,9755,add_to_cart,2023-06-12
41197,3552,purchase,2023-03-09
41198,4046,signup,2023-03-11
41199,5353,visit,2023-06-26
41200,8242,visit,2023-03-26
41201,3704,visit,2023-03-15
41202,6818,visit,2023-03-27
41203,2841,purchase,2023-01-06
41204,5712,visit,2023-03-04
41205,153,visit,2023-05-06
41206,1216,visit,2023-05-05
41207,6481,signup,2023-03-15
41208,6808,visit,2023-03-07
41209,3921,visit,2023-06-17
41210,2358,signup,2023-06-05
41211,8128,signup,2023-04-05
41212,5943,signup,2023-05-15
41213,8207,visit,2023-01-20
41214,4361,visit,2023-01-08
41215,5000,signup,2023-03-11
41216,9902,visit,2023-02-14
41217,8593,visit,2023-01-18
41218,7188,signup,2023-03-19
41219,9387,visit,2023-06-15
41220,4728,visit,2023-06-24
41221,5121,visit,2023-04-15
41222,5557,add_to_cart,2023-04-19
41223,4952,visit,2023-03-22
41224,7962,purchase,2023-01-23
41225,6925,visit,2023-06-15
41226,1468,add_to_cart,2023-06-07
41227,7905,visit,2023-02-18
41228,8089,visit,2023-02-13
41229,9191,visit,2023-01-17
41230,3575,signup,2023-02-26
41231,6787,add_to_cart,2023-02-07
41232,6998,visit,2023-01-31
41233,738,visit,2023-01-13
41234,8120,visit,2023-04-09
41235,2306,visit,2023-03-28
41236,3946,visit,2023-01-11
41237,1163,signup,2023-03-03
41238,8613,purchase,2023-06-17
41239,6113,visit,2023-02-14
41240,7897,visit,2023-02-25
41241,8634,signup,2023-05-28
41242,6266,visit,2023-05-25
41243,3160,visit,2023-02-21
41244,259,add_to_cart,2023-04-17
41245,8892,visit,2023-06-29
41246,1415,visit,2023-04-19
41247,8995,signup,2023-04-25
41248,5845,visit,2023-02-27
41249,9815,visit,2023-01-06
41250,5298,purchase,2023-03-03
41251,8160,visit,2023-05-23
41252,5655,visit,2023-04-07
41253,5323,visit,2023-02-10
41254,2538,add_to_cart,2023-03-19
41255,4771,signup,2023-03-12
41256,9309,purchase,2023-06-25
41257,1773,add_to_cart,2023-01-10
41258,870,visit,2023-02-11
41259,1427,signup,2023-05-26
41260,3299,signup,2023-05-16
41261,3118,visit,2023-04-19
41262,7380,signup,2023-05-07
41263,1229,add_to_cart,2023-03-01
41264,8345,signup,2023-03-22
41265,8736,purchase,2023-05-21
41266,3983,add_to_cart,2023-02-17
41267,4490,add_to_cart,2023-03-12
41268,5019,signup,2023-06-29
41269,3882,visit,2023-05-09
41270,1189,visit,2023-05-21
41271,2854,visit,2023-05-03
41272,522,purchase,2023-01-27
41273,925,signup,2023-04-23
41274,2847,add_to_cart,2023-01-29
41275,7028,signup,2023-04-03
41276,8406,visit,2023-03-26
41277,5213,signup,2023-01-07
41278,9480,add_to_cart,2023-02-17
41279,1223,add_to_cart,2023-05-19
41280,8273,add_to_cart,2023-01-04
41281,4195,signup,2023-03-23
41282,9898,add_to_cart,2023-05-02
41283,1906,signup,2023-05-25
41284,7829,visit,2023-02-08
41285,4730,add_to_cart,2023-01-31
41286,1262,visit,2023-01-23
41287,8813,signup,2023-04-04
41288,1711,add_to_cart,2023-06-09
41289,7899,signup,2023-05-22
41290,6775,purchase,2023-05-26
41291,3096,visit,2023-04-27
41292,2047,add_to_cart,2023-02-07
41293,9943,signup,2023-05-23
41294,4197,visit,2023-05-08
41295,8098,visit,2023-05-07
41296,8587,add_to_cart,2023-05-24
41297,2569,add_to_cart,2023-04-05
41298,8620,signup,2023-03-22
41299,3928,visit,2023-03-04
41300,8592,signup,2023-05-23
41301,5319,signup,2023-03-26
41302,804,signup,2023-06-27
41303,4757,visit,2023-02-16
41304,7967,add_to_cart,2023-03-08
41305,7213,add_to_cart,2023-04-22
41306,1364,add_to_cart,2023-03-04
41307,9959,add_to_cart,2023-04-17
41308,7072,purchase,2023-01-07
41309,8544,visit,2023-03-08
41310,7856,visit,2023-01-09
41311,4153,signup,2023-04-01
41312,8849,visit,2023-03-30
41313,2509,add_to_cart,2023-06-08
41314,1078,purchase,2023-03-30
41315,6170,visit,2023-04-02
41316,5303,visit,2023-04-30
41317,3709,add_to_cart,2023-02-02
41318,7682,signup,2023-05-09
41319,8914,signup,2023-01-22
41320,4175,add_to_cart,2023-03-31
41321,4380,signup,2023-06-18
41322,715,signup,2023-01-14
41323,1275,purchase,2023-05-03
41324,4653,visit,2023-04-03
41325,5061,purchase,2023-01-04
41326,139,visit,2023-06-13
41327,7537,visit,2023-05-15
41328,5191,visit,2023-06-13
41329,6733,visit,2023-04-18
41330,9456,signup,2023-03-03
41331,6485,add_to_cart,2023-04-24
41332,5695,signup,2023-04-04
41333,4553,visit,2023-02-16
41334,4998,visit,2023-03-02
41335,6225,visit,2023-04-22
41336,3984,signup,2023-04-25
41337,1189,visit,2023-01-29
41338,8608,visit,2023-05-27
41339,4798,visit,2023-05-13
41340,8008,visit,2023-03-08
41341,1167,visit,2023-01-02
41342,5687,purchase,2023-01-07
41343,4268,add_to_cart,2023-01-12
41344,238,signup,2023-02-07
41345,3607,visit,2023-03-11
41346,8826,add_to_cart,2023-06-18
41347,1168,add_to_cart,2023-06-12
41348,8725,visit,2023-06-19
41349,8394,signup,2023-02-24
41350,303,signup,2023-06-21
41351,3912,visit,2023-06-07
41352,4798,visit,2023-01-13
41353,2409,add_to_cart,2023-01-22
41354,8471,add_to_cart,2023-02-26
41355,8410,visit,2023-03-07
41356,1093,signup,2023-02-16
41357,736,add_to_cart,2023-05-13
41358,5743,add_to_cart,2023-02-25
41359,7804,add_to_cart,2023-05-06
41360,1666,visit,2023-03-30
41361,4081,visit,2023-05-06
41362,5030,visit,2023-06-04
41363,1011,signup,2023-03-05
41364,4692,signup,2023-01-03
41365,572,visit,2023-04-27
41366,6452,add_to_cart,2023-01-09
41367,2718,add_to_cart,2023-06-22
41368,8339,visit,2023-06-25
41369,5792,visit,2023-03-07
41370,7867,signup,2023-02-17
41371,9580,purchase,2023-04-08
41372,1513,visit,2023-02-02
41373,6233,add_to_cart,2023-06-24
41374,7190,add_to_cart,2023-04-30
41375,786,signup,2023-03-07
41376,3207,visit,2023-01-01
41377,3325,add_to_cart,2023-05-14
41378,7802,signup,2023-03-09
41379,1361,visit,2023-05-14
41380,9342,visit,2023-05-29
41381,7500,signup,2023-04-19
41382,4932,signup,2023-06-16
41383,22,add_to_cart,2023-05-13
41384,9592,signup,2023-06-12
41385,9815,add_to_cart,2023-02-01
41386,9324,add_to_cart,2023-04-09
41387,1832,visit,2023-06-13
41388,6423,visit,2023-01-12
41389,3601,signup,2023-01-12
41390,9910,purchase,2023-03-29
41391,8836,add_to_cart,2023-03-06
41392,1601,add_to_cart,2023-01-07
41393,6078,signup,2023-02-22
41394,6667,visit,2023-01-12
41395,1276,signup,2023-05-22
41396,5360,visit,2023-04-03
41397,1500,signup,2023-04-16
41398,5600,visit,2023-01-09
41399,4918,signup,2023-02-11
41400,1229,signup,2023-06-13
41401,5632,purchase,2023-03-04
41402,6720,signup,2023-06-07
41403,2117,visit,2023-04-24
41404,8316,visit,2023-02-26
41405,6157,visit,2023-04-09
41406,4079,visit,2023-05-28
41407,6944,purchase,2023-06-15
41408,2309,visit,2023-05-02
41409,6966,visit,2023-01-31
41410,3439,visit,2023-05-27
41411,196,visit,2023-05-04
41412,1457,signup,2023-05-28
41413,7408,visit,2023-05-15
41414,1358,visit,2023-06-14
41415,2995,visit,2023-03-05
41416,6647,signup,2023-05-05
41417,3680,visit,2023-04-15
41418,3491,visit,2023-05-16
41419,7549,add_to_cart,2023-05-08
41420,2318,add_to_cart,2023-01-09
41421,1831,visit,2023-05-13
41422,3446,purchase,2023-04-10
41423,8479,signup,2023-05-30
41424,907,add_to_cart,2023-01-08
41425,8576,purchase,2023-01-16
41426,8275,visit,2023-04-04
41427,2620,visit,2023-05-03
41428,8148,signup,2023-03-27
41429,1350,visit,2023-03-15
41430,5693,signup,2023-01-01
41431,7890,visit,2023-06-18
41432,5727,signup,2023-03-14
41433,8805,visit,2023-04-21
41434,9174,add_to_cart,2023-04-03
41435,3325,visit,2023-02-10
41436,5151,add_to_cart,2023-01-04
41437,6199,signup,2023-05-23
41438,5501,visit,2023-05-01
41439,4832,add_to_cart,2023-04-12
41440,3662,purchase,2023-02-10
41441,9031,visit,2023-02-19
41442,3474,add_to_cart,2023-04-18
41443,1091,signup,2023-06-08
41444,2089,add_to_cart,2023-06-25
41445,2209,add_to_cart,2023-02-07
41446,8502,signup,2023-04-09
41447,9876,visit,2023-05-15
41448,7105,signup,2023-04-30
41449,2413,purchase,2023-03-16
41450,4955,add_to_cart,2023-03-21
41451,2429,visit,2023-02-08
41452,4801,signup,2023-03-05
41453,2238,visit,2023-04-27
41454,1166,add_to_cart,2023-01-02
41455,6259,visit,2023-01-13
41456,3971,purchase,2023-03-17
41457,1295,visit,2023-06-06
41458,5724,visit,2023-01-30
41459,8204,signup,2023-06-06
41460,4488,signup,2023-01-04
41461,3315,visit,2023-06-07
41462,4672,add_to_cart,2023-05-22
41463,6542,signup,2023-02-05
41464,1047,purchase,2023-06-01
41465,3348,visit,2023-04-15
41466,946,signup,2023-04-08
41467,5508,visit,2023-02-20
41468,4346,signup,2023-05-22
