transaction_id,user_id,amount,transaction_date,payment_method
6681,6933,9520,2023-01-18,UPI
6682,1242,3672,2023-06-26,Net Banking
6683,3543,9592,2023-01-10,Debit Card
6684,3886,6573,2023-03-08,UPI
6685,5484,8928,2023-06-14,Debit Card
6686,448,6806,2023-04-04,Debit Card
6687,402,8599,2023-05-05,Debit Card
6688,2075,9943,2023-02-09,Debit Card
6689,2599,8752,2023-06-19,Net Banking
6690,4818,5361,2023-05-04,Debit Card
6691,8907,6319,2023-02-02,Net Banking
6692,9771,2461,2023-01-31,UPI
6693,6317,9702,2023-06-05,Debit Card
6694,6816,5625,2023-06-26,Credit Card
6695,8049,6919,2023-05-16,Credit Card
6696,2124,2985,2023-05-17,Debit Card
6697,2049,8425,2023-03-08,UPI
6698,5296,6750,2023-06-16,Net Banking
6699,6046,1639,2023-04-15,Debit Card
6700,4138,9574,2023-05-31,Net Banking
6701,3576,8590,2023-06-22,Debit Card
6702,3172,6098,2023-01-28,UPI
6703,2115,6812,2023-04-09,Credit Card
6704,388,7954,2023-06-17,Credit Card
6705,6900,9858,2023-01-02,Credit Card
6706,969,1809,2023-02-20,Credit Card
6707,9116,5171,2023-01-20,Credit Card
6708,7751,5533,2023-06-11,Net Banking
6709,2266,5856,2023-04-15,Credit Card
6710,2672,3918,2023-05-04,Credit Card
6711,5885,6363,2023-03-29,UPI
6712,8287,4445,2023-06-29,Net Banking
6713,4990,892,2023-04-04,Net Banking
6714,7221,2788,2023-01-30,Credit Card
6715,8544,8058,2023-06-05,UPI
6716,738,6149,2023-06-26,Debit Card
6717,1735,5326,2023-03-20,Credit Card
6718,6342,5429,2023-02-10,UPI
6719,7368,4369,2023-04-26,Debit Card
6720,5926,5936,2023-01-02,Credit Card
6721,4797,4944,2023-03-06,UPI
6722,1363,4140,2023-06-20,Credit Card
6723,7167,8124,2023-02-08,Debit Card
6724,1150,1915,2023-01-11,Debit Card
6725,3788,1078,2023-03-29,Debit Card
6726,5634,8400,2023-03-21,Net Banking
6727,3034,831,2023-03-05,UPI
6728,4533,3204,2023-02-04,Credit Card
6729,6495,9905,2023-04-14,Credit Card
6730,7465,8096,2023-04-20,UPI
6731,4659,680,2023-01-06,Credit Card
6732,5361,8333,2023-06-23,Net Banking
6733,9668,1991,2023-06-25,UPI
6734,7519,5213,2023-01-02,Net Banking
6735,1324,3960,2023-06-23,Net Banking
6736,9610,9344,2023-04-13,Credit Card
6737,5567,9412,2023-05-26,UPI
6738,2289,6787,2023-01-07,UPI
6739,4131,3667,2023-04-19,Net Banking
6740,6661,7535,2023-03-30,Debit Card
6741,6600,8659,2023-06-19,Credit Card
6742,5213,980,2023-01-07,UPI
6743,4997,6893,2023-04-22,Debit Card
6744,5873,6190,2023-03-02,Debit Card
6745,8142,6772,2023-06-09,Credit Card
6746,8534,4524,2023-04-17,Credit Card
6747,9683,4302,2023-01-17,UPI
6748,6576,1965,2023-03-29,UPI
6749,8879,8899,2023-03-16,Net Banking
6750,8506,9640,2023-05-04,UPI
6751,9225,9914,2023-03-30,Net Banking
6752,1369,9428,2023-02-08,Credit Card
6753,825,8261,2023-01-30,Debit Card
6754,2560,574,2023-03-25,Net Banking
6755,2852,9553,2023-02-22,Debit Card
6756,2829,3133,2023-02-26,Net Banking
6757,4331,4323,2023-04-26,Debit Card
6758,6345,110,2023-01-02,Debit Card
6759,540,9000,2023-03-30,UPI
6760,2452,4657,2023-02-11,Credit Card
6761,2913,2571,2023-03-05,UPI
6762,9631,1979,2023-05-17,Credit Card
6763,380,1044,2023-03-05,Debit Card
6764,8470,7507,2023-06-28,Net Banking
6765,2221,775,2023-05-13,Debit Card
6766,225,9374,2023-05-08,Net Banking
6767,6617,8767,2023-05-06,Credit Card
6768,8037,8296,2023-05-05,UPI
6769,5462,6888,2023-05-26,Credit Card
6770,1037,2730,2023-03-29,Credit Card
6771,7747,2782,2023-05-09,Credit Card
6772,5291,1988,2023-03-09,Net Banking
6773,1084,8012,2023-03-22,Debit Card
6774,5377,9927,2023-04-30,Debit Card
6775,1672,2064,2023-05-25,Net Banking
6776,55,233,2023-01-02,Credit Card
6777,8835,3011,2023-02-19,Credit Card
6778,3571,9357,2023-01-31,Debit Card
6779,7727,1953,2023-02-07,Credit Card
6780,8643,6204,2023-04-24,Net Banking
6781,3006,997,2023-01-02,Debit Card
6782,6811,8707,2023-02-09,Net Banking
6783,7570,3816,2023-03-01,Net Banking
6784,9146,8904,2023-04-02,Net Banking
6785,16,9171,2023-04-21,Credit Card
6786,6028,3276,2023-05-04,Credit Card
6787,157,6808,2023-05-15,UPI
6788,6453,7060,2023-01-20,UPI
6789,1246,3218,2023-05-13,Debit Card
6790,2928,1383,2023-03-15,UPI
6791,4761,6871,2023-05-19,Net Banking
6792,6193,7887,2023-05-08,Net Banking
6793,2276,4923,2023-05-16,Debit Card
6794,8089,4330,2023-05-17,Credit Card
6795,8660,9317,2023-06-10,Debit Card
6796,6028,9909,2023-05-14,Debit Card
6797,8276,467,2023-05-15,Credit Card
6798,2987,1915,2023-05-23,Debit Card
6799,8175,447,2023-06-27,UPI
6800,3148,3537,2023-05-05,Debit Card
6801,2105,5350,2023-04-22,Credit Card
6802,6705,3098,2023-04-16,Debit Card
6803,444,8724,2023-02-04,Net Banking
6804,6820,873,2023-06-04,Credit Card
6805,8485,5975,2023-01-19,Debit Card
6806,8604,9715,2023-01-04,UPI
6807,6275,1865,2023-02-04,Debit Card
6808,3044,3943,2023-06-22,UPI
6809,7623,4875,2023-02-20,Credit Card
6810,9156,8419,2023-03-26,Net Banking
6811,4952,4779,2023-05-26,UPI
6812,7589,9177,2023-05-19,Credit Card
6813,9193,3049,2023-05-16,Net Banking
6814,5466,7832,2023-05-30,Debit Card
6815,2362,5005,2023-03-31,Net Banking
6816,3839,8864,2023-03-08,UPI
6817,3856,3274,2023-04-04,UPI
6818,9478,6672,2023-04-16,Credit Card
6819,5540,4944,2023-01-18,UPI
6820,8104,8705,2023-01-26,Credit Card
6821,778,5174,2023-01-29,UPI
6822,8851,9137,2023-01-13,Debit Card
6823,3120,8371,2023-02-08,Debit Card
6824,1369,6501,2023-01-14,Debit Card
6825,4586,7378,2023-04-10,Net Banking
6826,8975,1690,2023-01-25,Net Banking
6827,1219,5708,2023-02-16,Debit Card
6828,9256,4444,2023-06-27,UPI
6829,4518,4348,2023-06-27,Net Banking
6830,7212,6828,2023-06-15,UPI
6831,2807,4637,2023-04-22,Debit Card
6832,1880,9384,2023-02-16,Net Banking
6833,3256,5665,2023-04-18,Credit Card
6834,7133,9451,2023-06-17,Net Banking
6835,4664,7762,2023-05-13,UPI
6836,9307,2063,2023-04-06,Credit Card
6837,81,3752,2023-02-19,Net Banking
6838,6495,8528,2023-03-16,Debit Card
6839,1847,8054,2023-03-19,Net Banking
6840,4775,9530,2023-05-22,Credit Card
6841,3831,9324,2023-03-26,Debit Card
6842,6703,8350,2023-03-22,Debit Card
6843,1219,5410,2023-01-17,Credit Card
6844,1536,4597,2023-01-19,Credit Card
6845,193,4258,2023-03-10,UPI
6846,3153,8207,2023-06-15,Debit Card
6847,2048,4899,2023-06-10,Net Banking
6848,1032,8053,2023-03-06,Credit Card
6849,3067,4698,2023-02-28,UPI
6850,3150,8273,2023-02-22,Debit Card
6851,3134,6072,2023-02-18,Credit Card
6852,4448,4918,2023-03-25,Credit Card
6853,6221,9293,2023-05-20,UPI
6854,2618,7403,2023-05-23,Credit Card
6855,977,2199,2023-04-04,Net Banking
6856,1207,5601,2023-04-14,Credit Card
6857,6186,917,2023-06-22,Net Banking
6858,9745,822,2023-05-17,Credit Card
6859,7744,7150,2023-04-23,UPI
6860,6307,8090,2023-03-20,Debit Card
6861,3418,4194,2023-06-05,Credit Card
6862,4568,3041,2023-06-23,Debit Card
6863,9155,2824,2023-03-21,Credit Card
6864,4279,1619,2023-03-17,Debit Card
6865,139,4488,2023-04-13,Net Banking
6866,736,7802,2023-03-22,Net Banking
6867,5392,6001,2023-05-25,UPI
6868,6622,9638,2023-06-26,Debit Card
6869,2553,8706,2023-04-30,Debit Card
6870,2408,5677,2023-01-08,Credit Card
6871,8942,1839,2023-04-10,Net Banking
6872,8380,6668,2023-03-18,UPI
6873,9662,1267,2023-03-18,Debit Card
6874,7117,8083,2023-02-20,Debit Card
6875,2103,8065,2023-01-26,Debit Card
6876,9684,1912,2023-01-11,UPI
6877,4112,9665,2023-01-30,UPI
6878,4287,5177,2023-06-16,UPI
6879,2422,912,2023-03-07,Net Banking
6880,1487,7835,2023-05-19,UPI
6881,215,3592,2023-05-13,Debit Card
6882,7969,4903,2023-04-27,Credit Card
6883,8376,2356,2023-03-08,Debit Card
6884,997,7058,2023-03-30,UPI
6885,5461,3877,2023-02-13,Debit Card
6886,3951,642,2023-01-25,Debit Card
6887,236,2002,2023-04-04,UPI
6888,3415,3759,2023-04-11,Credit Card
6889,3719,9835,2023-06-03,Credit Card
6890,2740,1324,2023-03-03,Debit Card
6891,1947,7765,2023-03-11,UPI
6892,872,4803,2023-02-23,UPI
6893,4872,2515,2023-03-31,UPI
6894,8205,1677,2023-04-07,Debit Card
6895,8997,3369,2023-01-05,Net Banking
6896,2267,6035,2023-04-22,Net Banking
6897,8064,6064,2023-05-23,Net Banking
6898,8219,1362,2023-02-26,Debit Card
6899,9476,3362,2023-02-12,Debit Card
6900,2151,5295,2023-02-22,Net Banking
6901,5636,5996,2023-01-15,UPI
6902,8827,8863,2023-03-06,Net Banking
6903,7284,4492,2023-06-14,UPI
6904,2814,6394,2023-01-02,UPI
6905,1789,4184,2023-03-09,Credit Card
6906,1213,7107,2023-05-23,Credit Card
6907,7127,548,2023-05-06,Credit Card
6908,6877,6315,2023-04-14,Debit Card
6909,329,5527,2023-03-20,Debit Card
6910,8890,3873,2023-04-11,Net Banking
6911,7964,915,2023-04-19,Credit Card
6912,1883,2535,2023-06-22,Debit Card
6913,6650,9642,2023-01-17,UPI
6914,655,7732,2023-02-12,UPI
6915,9104,4864,2023-01-11,Net Banking
6916,7159,6974,2023-03-23,Net Banking
6917,400,2797,2023-03-30,Debit Card
6918,8757,8221,2023-03-27,Credit Card
6919,2031,4905,2023-02-17,Credit Card
6920,4247,436,2023-05-19,Credit Card
6921,8011,3409,2023-05-09,Net Banking
6922,9561,4709,2023-02-13,UPI
6923,8213,9462,2023-01-28,UPI
6924,3584,5577,2023-02-20,Debit Card
6925,237,8208,2023-06-28,Net Banking
6926,2606,7805,2023-06-27,UPI
6927,2003,1470,2023-03-27,Credit Card
6928,1504,1519,2023-05-16,Credit Card
6929,5412,8528,2023-04-13,UPI
6930,6721,9031,2023-03-03,UPI
6931,2197,9953,2023-06-25,Debit Card
6932,8725,8911,2023-02-26,UPI
6933,3954,6560,2023-01-19,Credit Card
6934,3146,3241,2023-03-11,UPI
6935,6960,687,2023-02-08,Credit Card
6936,6391,2896,2023-06-05,Debit Card
6937,213,943,2023-02-20,UPI
6938,9138,8065,2023-05-29,Credit Card
6939,3797,213,2023-05-02,Credit Card
6940,6464,6797,2023-05-12,Credit Card
6941,1798,1627,2023-01-13,Credit Card
6942,6111,4047,2023-03-11,Debit Card
6943,1973,8788,2023-06-26,UPI
6944,9160,3064,2023-02-22,UPI
6945,6314,5531,2023-05-14,Credit Card
6946,4669,9329,2023-06-06,Net Banking
6947,4443,8355,2023-04-26,Credit Card
6948,3591,1865,2023-01-12,UPI
6949,7273,8493,2023-06-17,Credit Card
6950,1791,7055,2023-05-25,Net Banking
6951,2049,1366,2023-01-15,UPI
6952,2509,1817,2023-05-16,Debit Card
6953,3411,4233,2023-06-26,UPI
6954,7444,8902,2023-01-07,Debit Card
6955,5815,423,2023-05-19,Debit Card
6956,5329,7950,2023-06-23,Credit Card
6957,3322,627,2023-03-29,Debit Card
6958,5006,2107,2023-06-04,Debit Card
6959,6957,226,2023-02-13,Debit Card
6960,3239,2213,2023-03-03,Debit Card
6961,5509,6264,2023-01-18,UPI
6962,169,8508,2023-04-30,Net Banking
6963,4986,7226,2023-02-10,Debit Card
6964,8473,9128,2023-04-15,Net Banking
6965,7647,9617,2023-01-20,UPI
6966,5461,4722,2023-01-23,Credit Card
6967,2405,413,2023-04-15,UPI
6968,833,8702,2023-02-14,Net Banking
6969,3181,4090,2023-02-04,Debit Card
6970,4578,5362,2023-04-06,UPI
6971,2425,7280,2023-06-27,Credit Card
6972,2019,1825,2023-06-06,Credit Card
6973,8004,9553,2023-01-02,Debit Card
6974,6978,539,2023-04-30,Credit Card
6975,7090,202,2023-04-14,Credit Card
6976,1711,1724,2023-06-19,Credit Card
6977,9699,3409,2023-02-02,Debit Card
6978,4426,7589,2023-02-05,Credit Card
6979,5100,390,2023-02-28,UPI
6980,9438,8836,2023-05-27,Net Banking
6981,2740,5863,2023-06-15,Net Banking
6982,4091,1431,2023-01-03,UPI
6983,503,2217,2023-04-17,UPI
6984,5982,4778,2023-05-23,UPI
6985,9403,153,2023-05-13,UPI
6986,10000,2883,2023-02-06,Credit Card
6987,9869,6073,2023-03-17,Net Banking
6988,8541,5637,2023-05-29,UPI
6989,7882,2820,2023-02-02,Net Banking
6990,5299,8935,2023-06-28,UPI
6991,3027,4535,2023-04-03,Net Banking
6992,7963,9511,2023-05-25,UPI
6993,1444,1431,2023-04-19,Debit Card
6994,8032,7538,2023-03-12,Debit Card
6995,2778,694,2023-03-07,UPI
6996,3053,6579,2023-03-05,UPI
6997,4386,9567,2023-03-18,Credit Card
6998,3875,6828,2023-04-01,Net Banking
6999,4878,2456,2023-05-10,Net Banking
7000,4439,5077,2023-01-12,Debit Card
7001,5455,5720,2023-01-12,Credit Card
7002,8400,2442,2023-03-07,Credit Card
7003,1145,177,2023-04-07,Net Banking
7004,3510,2320,2023-02-24,UPI
7005,6668,8172,2023-05-10,Net Banking
7006,8274,7217,2023-02-11,Credit Card
7007,6659,2310,2023-06-04,Net Banking
7008,5931,4813,2023-01-30,UPI
7009,6503,8159,2023-06-20,Debit Card
7010,3751,7309,2023-03-09,Net Banking
7011,718,6004,2023-01-03,Net Banking
7012,4144,5853,2023-05-02,UPI
7013,7841,8986,2023-01-23,Net Banking
7014,3396,9459,2023-04-13,Net Banking
7015,8563,4665,2023-06-20,Credit Card
7016,9503,7172,2023-02-14,Credit Card
7017,8246,3757,2023-02-21,Credit Card
7018,9507,1243,2023-02-20,UPI
7019,6906,2444,2023-04-12,Net Banking
7020,5624,8475,2023-03-23,Net Banking
7021,3805,6578,2023-01-23,Net Banking
7022,7281,1685,2023-04-19,Credit Card
7023,9259,4028,2023-04-11,Debit Card
7024,481,8759,2023-01-02,Credit Card
7025,4199,3317,2023-05-24,Net Banking
7026,3234,6412,2023-06-23,Net Banking
7027,2432,2864,2023-05-08,Net Banking
7028,2755,1862,2023-05-02,UPI
7029,1239,9939,2023-02-21,Net Banking
7030,65,4734,2023-05-19,Net Banking
7031,5245,6677,2023-03-04,UPI
7032,2525,3348,2023-03-13,Debit Card
7033,5104,2606,2023-01-02,UPI
7034,6804,382,2023-05-03,Credit Card
7035,9609,4659,2023-06-13,Credit Card
7036,6288,8736,2023-01-10,Net Banking
7037,1597,9735,2023-05-12,UPI
7038,8254,9669,2023-01-27,Debit Card
7039,6834,7669,2023-03-18,Net Banking
7040,4554,5924,2023-01-04,Credit Card
7041,4815,9273,2023-05-26,Debit Card
7042,256,704,2023-02-24,Net Banking
7043,5770,9887,2023-02-12,Debit Card
7044,4141,8048,2023-01-15,UPI
7045,6544,1286,2023-03-23,Credit Card
7046,3571,6589,2023-06-06,Credit Card
7047,8349,2814,2023-03-28,Debit Card
7048,3390,9197,2023-04-12,Credit Card
7049,4009,9141,2023-04-10,Credit Card
7050,4747,2340,2023-04-23,Credit Card
7051,8195,999,2023-03-07,Net Banking
7052,3858,757,2023-05-27,UPI
7053,4187,294,2023-02-24,Credit Card
7054,8890,1233,2023-05-21,UPI
7055,6823,4341,2023-04-29,Net Banking
7056,959,8074,2023-01-20,Credit Card
7057,3570,4108,2023-05-30,Credit Card
7058,8572,5094,2023-04-10,Credit Card
7059,8464,6300,2023-04-09,Debit Card
7060,3480,1092,2023-06-13,Credit Card
7061,1100,6759,2023-03-09,Debit Card
7062,6544,3917,2023-01-30,Debit Card
7063,734,9232,2023-04-27,Net Banking
7064,3054,3969,2023-06-20,Debit Card
7065,7618,9845,2023-06-11,Debit Card
7066,4839,9486,2023-05-20,UPI
7067,2268,8621,2023-02-08,Debit Card
7068,4837,1795,2023-05-09,UPI
7069,9853,7006,2023-01-06,Debit Card
7070,241,3613,2023-04-10,Net Banking
7071,377,6528,2023-02-25,UPI
7072,2227,7631,2023-05-30,Credit Card
7073,1861,8063,2023-04-06,UPI
7074,7535,9515,2023-05-20,Credit Card
7075,6763,3580,2023-04-08,UPI
7076,7421,2601,2023-06-25,Net Banking
7077,3806,6752,2023-06-05,Net Banking
7078,9108,3783,2023-03-05,Net Banking
7079,7699,9781,2023-06-24,Net Banking
7080,5870,3246,2023-06-06,Debit Card
7081,5038,3801,2023-03-30,Credit Card
7082,3488,6810,2023-05-06,Net Banking
7083,7850,9006,2023-01-25,Debit Card
7084,5069,5169,2023-02-06,Net Banking
7085,6952,1236,2023-05-28,Debit Card
7086,4880,5760,2023-05-04,UPI
7087,8063,7449,2023-01-03,Debit Card
7088,9432,5551,2023-01-08,Net Banking
7089,6303,9678,2023-01-07,Debit Card
7090,4789,6024,2023-03-19,Net Banking
7091,6001,6500,2023-06-28,Debit Card
7092,6425,8630,2023-04-09,UPI
7093,4035,6876,2023-02-06,Credit Card
7094,9604,7282,2023-04-13,Debit Card
7095,7315,9903,2023-01-15,UPI
7096,3128,3651,2023-05-20,Net Banking
7097,7957,9148,2023-05-12,UPI
7098,9883,7800,2023-01-04,UPI
7099,4641,1831,2023-04-12,Debit Card
7100,793,3571,2023-06-04,Net Banking
7101,498,9940,2023-01-09,Debit Card
7102,3754,2214,2023-04-25,Net Banking
7103,3598,8418,2023-06-05,UPI
7104,9599,8563,2023-06-02,Debit Card
7105,6923,1588,2023-06-18,UPI
7106,1299,6612,2023-03-24,Net Banking
7107,1625,2645,2023-01-14,Net Banking
7108,3042,5664,2023-01-15,Credit Card
7109,939,9797,2023-05-13,Debit Card
7110,3213,6086,2023-02-28,UPI
7111,8594,9590,2023-02-09,Credit Card
7112,1760,136,2023-05-31,Net Banking
7113,3788,7801,2023-04-20,Credit Card
7114,4469,6912,2023-05-03,UPI
7115,5568,6163,2023-04-07,UPI
7116,4045,9293,2023-04-25,UPI
7117,2435,8301,2023-03-10,UPI
7118,8590,7838,2023-03-12,UPI
7119,9360,4092,2023-05-17,Net Banking
7120,7670,2649,2023-04-04,Net Banking
7121,3339,4702,2023-02-26,Debit Card
7122,8627,2372,2023-01-05,Credit Card
7123,1519,6915,2023-02-27,Credit Card
7124,3232,4456,2023-06-21,Debit Card
7125,8405,6104,2023-01-04,UPI
7126,9614,3239,2023-05-11,Debit Card
7127,1178,7558,2023-02-22,Credit Card
7128,680,3197,2023-01-25,Net Banking
7129,410,295,2023-05-01,Debit Card
7130,2967,2557,2023-06-26,UPI
7131,395,2929,2023-02-06,Credit Card
7132,8864,4678,2023-01-09,Net Banking
7133,9989,9636,2023-01-24,Credit Card
7134,3663,8781,2023-02-18,Credit Card
7135,9425,3912,2023-06-27,Debit Card
7136,270,929,2023-05-01,UPI
7137,5694,3399,2023-01-02,Net Banking
7138,5679,966,2023-04-04,Net Banking
7139,6217,2289,2023-05-04,Credit Card
7140,6335,5332,2023-01-29,Debit Card
7141,8334,1490,2023-03-29,Net Banking
7142,1642,304,2023-06-21,Debit Card
7143,383,2697,2023-03-01,Debit Card
7144,848,4853,2023-01-10,UPI
7145,3212,9803,2023-06-24,Credit Card
7146,4521,6294,2023-03-07,UPI
7147,9787,6950,2023-06-06,UPI
7148,4539,5563,2023-01-16,Net Banking
7149,6032,9150,2023-02-22,Net Banking
7150,2106,9696,2023-06-20,Debit Card
7151,4198,7007,2023-05-27,Net Banking
7152,2479,1583,2023-06-11,UPI
7153,5280,6182,2023-01-27,Debit Card
7154,8298,4839,2023-05-15,Debit Card
7155,4775,3915,2023-02-03,Credit Card
7156,567,7798,2023-02-13,Debit Card
7157,4559,1762,2023-01-25,Net Banking
7158,7756,8122,2023-05-24,Credit Card
7159,2589,2013,2023-02-04,UPI
7160,4698,359,2023-03-31,Debit Card
7161,8793,5934,2023-06-06,UPI
7162,9336,6585,2023-04-22,Debit Card
7163,5239,8932,2023-03-07,UPI
7164,8657,1860,2023-06-05,Net Banking
7165,6200,8957,2023-01-29,Credit Card
7166,7342,2775,2023-06-06,Debit Card
7167,9338,6203,2023-05-23,Debit Card
7168,5976,5604,2023-06-21,Net Banking
7169,1988,347,2023-04-15,UPI
7170,5756,1749,2023-01-18,Credit Card
7171,7701,6868,2023-06-16,UPI
7172,1383,1692,2023-06-20,Credit Card
7173,5115,5902,2023-05-09,Debit Card
7174,1754,4544,2023-05-29,Credit Card
7175,7350,7317,2023-05-10,Credit Card
7176,8137,3492,2023-03-03,UPI
7177,5533,3285,2023-05-22,Credit Card
7178,1505,4242,2023-03-26,Debit Card
7179,3688,3529,2023-03-07,Net Banking
7180,8095,270,2023-05-15,Net Banking
7181,3652,6295,2023-06-21,UPI
7182,1777,2842,2023-02-24,Debit Card
7183,5904,526,2023-02-02,Credit Card
7184,9712,734,2023-01-18,UPI
7185,7932,6336,2023-06-26,Net Banking
7186,2873,6943,2023-06-21,UPI
7187,4577,451,2023-06-03,Net Banking
7188,3240,4999,2023-05-17,Net Banking
7189,1375,8438,2023-04-21,Credit Card
7190,6918,4751,2023-03-16,Debit Card
7191,7833,4346,2023-02-27,Net Banking
7192,842,8826,2023-04-29,Debit Card
7193,2510,9326,2023-05-24,Net Banking
7194,7737,1321,2023-01-07,Credit Card
7195,1903,8492,2023-06-01,UPI
7196,7401,6214,2023-06-20,Debit Card
7197,669,5962,2023-02-21,Credit Card
7198,3804,4668,2023-05-06,Credit Card
7199,8122,671,2023-02-12,UPI
7200,6187,2233,2023-05-04,UPI
7201,4545,7467,2023-01-18,Net Banking
7202,2288,9581,2023-05-25,Credit Card
7203,7555,7641,2023-03-06,Net Banking
7204,3916,4401,2023-04-16,Debit Card
7205,2314,8331,2023-06-25,Credit Card
7206,669,6668,2023-04-27,Net Banking
7207,6151,8638,2023-06-10,Credit Card
7208,5529,8685,2023-01-02,Net Banking
7209,1243,2643,2023-05-17,Debit Card
7210,1409,3410,2023-03-10,UPI
7211,9519,3672,2023-02-07,Net Banking
7212,6021,3896,2023-05-14,UPI
7213,630,9118,2023-02-12,Credit Card
7214,3928,525,2023-04-06,UPI
7215,5407,2528,2023-03-26,Net Banking
7216,896,4791,2023-06-14,UPI
7217,4449,6707,2023-04-04,Credit Card
7218,6510,6236,2023-05-16,UPI
7219,3794,3990,2023-03-28,Debit Card
7220,6466,7199,2023-03-25,Net Banking
7221,8570,5834,2023-02-07,Credit Card
7222,6181,4160,2023-03-02,UPI
7223,7059,4099,2023-05-18,Net Banking
7224,8042,1395,2023-04-30,Debit Card
7225,8005,8603,2023-05-05,UPI
7226,3379,6191,2023-01-12,Debit Card
7227,31,6376,2023-02-22,Debit Card
7228,3159,9524,2023-01-12,Credit Card
7229,5680,8023,2023-06-21,Credit Card
7230,2396,4063,2023-01-21,UPI
7231,4126,2976,2023-04-30,Credit Card
7232,3528,7001,2023-06-02,Net Banking
7233,8083,937,2023-01-23,Debit Card
7234,483,5594,2023-04-20,UPI
7235,9278,5672,2023-01-16,Credit Card
7236,2407,9821,2023-06-03,Net Banking
7237,7458,1176,2023-05-22,Debit Card
7238,7038,6234,2023-03-01,Net Banking
7239,8686,7831,2023-03-29,Net Banking
7240,6320,2263,2023-01-15,Credit Card
7241,9163,2691,2023-03-07,Net Banking
7242,53,2008,2023-02-17,Net Banking
7243,2766,1870,2023-01-15,UPI
7244,6880,7508,2023-01-27,Credit Card
7245,1442,1776,2023-03-07,Net Banking
7246,9893,4669,2023-01-31,UPI
7247,8605,4626,2023-04-04,UPI
7248,9817,5384,2023-02-18,UPI
7249,3930,9854,2023-03-19,Net Banking
7250,7908,8946,2023-06-26,UPI
7251,3695,4309,2023-04-21,UPI
7252,2506,3293,2023-04-19,Net Banking
7253,4818,2326,2023-01-11,UPI
7254,5991,3033,2023-03-03,UPI
7255,6841,4556,2023-01-06,Credit Card
7256,8083,9320,2023-03-27,UPI
7257,2903,6466,2023-02-03,Credit Card
7258,4336,1677,2023-01-14,UPI
7259,6020,8930,2023-01-29,UPI
7260,3454,9629,2023-06-21,Debit Card
7261,8503,9436,2023-05-14,Credit Card
7262,1737,4573,2023-01-19,Net Banking
7263,6608,6337,2023-02-20,Debit Card
7264,581,1825,2023-06-23,UPI
7265,9072,8784,2023-06-11,Net Banking
7266,5594,6538,2023-06-22,Net Banking
7267,2265,8678,2023-03-17,Net Banking
7268,6039,6641,2023-01-20,Debit Card
7269,5818,7659,2023-05-14,UPI
7270,7978,3736,2023-02-21,Credit Card
7271,2007,1656,2023-02-10,Credit Card
7272,3834,2094,2023-03-16,Credit Card
7273,9640,8408,2023-06-21,Debit Card
7274,4947,5500,2023-01-01,Credit Card
7275,4257,3565,2023-05-30,Net Banking
7276,1606,8668,2023-01-04,UPI
7277,2542,6485,2023-02-09,Debit Card
7278,4268,4445,2023-06-29,UPI
7279,4393,6055,2023-03-20,Debit Card
7280,1712,3290,2023-04-05,Debit Card
7281,4323,8144,2023-05-02,Debit Card
7282,7130,8551,2023-04-18,Credit Card
7283,4223,1675,2023-06-04,UPI
7284,1306,6216,2023-06-12,UPI
7285,2461,9138,2023-06-20,Net Banking
7286,4438,4934,2023-04-12,UPI
7287,1084,4343,2023-03-25,UPI
7288,338,6597,2023-03-05,UPI
7289,3820,3613,2023-06-29,Net Banking
7290,5995,6914,2023-01-01,Debit Card
7291,6373,1347,2023-06-15,Net Banking
7292,9804,2883,2023-04-08,Credit Card
7293,1075,6629,2023-06-07,Credit Card
7294,5000,5355,2023-05-28,UPI
7295,5404,8840,2023-02-08,Net Banking
7296,1859,9703,2023-05-11,Debit Card
7297,3194,9508,2023-03-20,Debit Card
7298,3799,4475,2023-05-27,Credit Card
7299,1259,8879,2023-02-25,UPI
7300,6160,9390,2023-05-24,Credit Card
7301,4634,1092,2023-03-18,Credit Card
7302,1627,8994,2023-03-28,Credit Card
7303,9713,3899,2023-01-21,UPI
7304,5268,7681,2023-05-09,Debit Card
7305,4937,8860,2023-03-22,Debit Card
7306,6035,6583,2023-03-24,Credit Card
7307,8972,1939,2023-05-16,UPI
7308,3371,1325,2023-04-10,UPI
7309,1246,5355,2023-01-04,UPI
7310,8495,6667,2023-05-03,UPI
7311,2568,1130,2023-05-21,Debit Card
7312,1862,2095,2023-06-15,UPI
7313,3830,3346,2023-05-28,UPI
7314,4492,9434,2023-01-05,Debit Card
7315,5059,1831,2023-06-25,UPI
7316,8971,8190,2023-05-04,Credit Card
7317,3143,1027,2023-01-19,Credit Card
7318,755,472,2023-03-22,Net Banking
7319,5352,261,2023-06-14,UPI
7320,5017,2027,2023-02-09,Net Banking
7321,9306,2369,2023-04-09,Net Banking
7322,6758,4717,2023-03-04,Net Banking
7323,5819,1364,2023-04-21,UPI
7324,952,4222,2023-03-29,Debit Card
7325,4113,2189,2023-01-26,Net Banking
7326,4168,1717,2023-06-21,Net Banking
7327,7886,7677,2023-03-13,Debit Card
7328,7723,8875,2023-06-16,Debit Card
7329,4356,296,2023-04-18,Net Banking
7330,6440,989,2023-02-06,UPI
7331,1515,6341,2023-04-20,Debit Card
7332,7180,9203,2023-05-04,Debit Card
7333,4740,5214,2023-01-13,Net Banking
7334,39,7772,2023-06-16,Credit Card
7335,9248,6787,2023-05-21,Debit Card
7336,8523,6643,2023-04-30,Credit Card
